Naics4,zip,fdist
4231,80021,0
4231,80022,"0,108571428571429"
4231,80030,0
4231,80031,"0,0114285714285714"
4231,80033,"0,0114285714285714"
4231,80110,"0,0914285714285714"
4231,80111,"0,0228571428571429"
4231,80113,"0,00571428571428571"
4231,80120,"0,0171428571428571"
4231,80121,0
4231,80123,"0,00571428571428571"
4231,80127,"0,00571428571428571"
4231,80202,0
4231,80203,0
4231,80204,"0,0628571428571429"
4231,80205,"0,00571428571428571"
4231,80206,0
4231,80207,"0,0114285714285714"
4231,80208,0
4231,80209,0
4231,80210,"0,00571428571428571"
4231,80211,"0,0285714285714286"
4231,80212,0
4231,80214,"0,0171428571428571"
4231,80215,"0,0114285714285714"
4231,80216,"0,194285714285714"
4231,80218,0
4231,80219,"0,00571428571428571"
4231,80220,0
4231,80221,"0,0228571428571429"
4231,80222,"0,00571428571428571"
4231,80223,"0,0857142857142857"
4231,80224,0
4231,80225,0
4231,80226,0
4231,80227,"0,00571428571428571"
4231,80228,"0,00571428571428571"
4231,80229,"0,0285714285714286"
4231,80230,0
4231,80231,"0,0114285714285714"
4231,80232,0
4231,80233,"0,00571428571428571"
4231,80234,0
4231,80235,0
4231,80236,0
4231,80237,0
4231,80238,0
4231,80239,"0,0514285714285714"
4231,80246,0
4231,80247,0
4231,80260,0
4231,80262,0
4231,80401,"0,0228571428571429"
4231,80403,"0,0171428571428571"
4231,80465,0
4231,80601,0
4231,80603,0
4231,80640,"0,0171428571428571"
4232,80002,"0,0158730158730159"
4232,80003,0
4232,80004,0
4232,80005,"0,00793650793650794"
4232,80007,0
4232,80010,"0,00793650793650794"
4232,80011,"0,0238095238095238"
4232,80012,"0,00793650793650794"
4232,80013,0
4232,80014,"0,0238095238095238"
4232,80015,0
4232,80016,0
4232,80017,0
4232,80020,0
4232,80021,"0,00793650793650794"
4232,80022,"0,00793650793650794"
4232,80030,0
4232,80031,"0,0158730158730159"
4232,80033,"0,0238095238095238"
4232,80110,"0,0476190476190476"
4232,80111,"0,0238095238095238"
4232,80113,0
4232,80120,0
4232,80121,"0,00793650793650794"
4232,80123,"0,0238095238095238"
4232,80127,"0,00793650793650794"
4232,80202,"0,0238095238095238"
4232,80203,"0,0238095238095238"
4232,80204,"0,0158730158730159"
4232,80205,"0,0476190476190476"
4232,80206,0
4232,80207,"0,00793650793650794"
4232,80208,0
4232,80209,"0,0238095238095238"
4232,80210,"0,0238095238095238"
4232,80211,0
4232,80212,"0,00793650793650794"
4232,80214,0
4232,80215,"0,00793650793650794"
4232,80216,"0,166666666666667"
4232,80218,"0,00793650793650794"
4232,80219,0
4232,80220,"0,00793650793650794"
4232,80221,"0,00793650793650794"
4232,80222,0
4232,80223,"0,238095238095238"
4232,80224,"0,00793650793650794"
4232,80225,0
4232,80226,"0,00793650793650794"
4232,80227,0
4232,80228,"0,00793650793650794"
4232,80229,0
4232,80230,0
4232,80231,0
4232,80232,"0,00793650793650794"
4232,80233,0
4232,80234,0
4232,80235,"0,00793650793650794"
4232,80236,0
4232,80237,0
4232,80238,"0,0158730158730159"
4232,80239,"0,0714285714285714"
4232,80246,0
4232,80247,0
4232,80260,0
4232,80262,0
4232,80401,"0,00793650793650794"
4232,80403,0
4232,80465,0
4232,80601,0
4232,80603,0
4232,80640,0
4233,80002,"0,00523560209424084"
4233,80003,"0,00523560209424084"
4233,80004,"0,0104712041884817"
4233,80005,"0,00523560209424084"
4233,80007,"0,0104712041884817"
4233,80010,0
4233,80011,"0,0366492146596859"
4233,80012,0
4233,80013,0
4233,80014,"0,0104712041884817"
4233,80015,"0,00523560209424084"
4233,80016,0
4233,80017,0
4233,80020,0
4233,80021,0
4233,80022,"0,0418848167539267"
4233,80030,0
4233,80031,"0,00523560209424084"
4233,80033,"0,0104712041884817"
4233,80110,"0,0418848167539267"
4233,80111,"0,00523560209424084"
4233,80113,"0,00523560209424084"
4233,80120,"0,00523560209424084"
4233,80121,0
4233,80123,"0,0104712041884817"
4233,80127,"0,00523560209424084"
4233,80202,0
4233,80203,0
4233,80204,"0,0418848167539267"
4233,80205,"0,0209424083769634"
4233,80206,"0,0157068062827225"
4233,80207,"0,0209424083769634"
4233,80208,0
4233,80209,"0,00523560209424084"
4233,80210,"0,00523560209424084"
4233,80211,"0,0104712041884817"
4233,80212,"0,00523560209424084"
4233,80214,"0,00523560209424084"
4233,80215,"0,00523560209424084"
4233,80216,"0,204188481675393"
4233,80218,0
4233,80219,"0,00523560209424084"
4233,80220,0
4233,80221,"0,0366492146596859"
4233,80222,"0,031413612565445"
4233,80223,"0,104712041884817"
4233,80224,0
4233,80225,0
4233,80226,0
4233,80227,"0,00523560209424084"
4233,80228,0
4233,80229,"0,0471204188481675"
4233,80230,0
4233,80231,"0,0209424083769634"
4233,80232,"0,00523560209424084"
4233,80233,0
4233,80234,0
4233,80235,0
4233,80236,"0,00523560209424084"
4233,80237,"0,00523560209424084"
4233,80238,0
4233,80239,"0,12565445026178"
4233,80246,0
4233,80247,"0,00523560209424084"
4233,80260,0
4233,80262,0
4233,80401,"0,0104712041884817"
4233,80403,0
4233,80465,"0,00523560209424084"
4233,80601,0
4233,80603,0
4233,80640,"0,0261780104712042"
4234,80002,"0,0241545893719807"
4234,80003,"0,00241545893719807"
4234,80004,"0,0072463768115942"
4234,80005,"0,00966183574879227"
4234,80007,"0,00966183574879227"
4234,80010,"0,0072463768115942"
4234,80011,"0,0144927536231884"
4234,80012,"0,0120772946859903"
4234,80013,0
4234,80014,"0,0169082125603865"
4234,80015,"0,0072463768115942"
4234,80016,0
4234,80017,0
4234,80020,"0,00241545893719807"
4234,80021,"0,0120772946859903"
4234,80022,"0,00966183574879227"
4234,80030,0
4234,80031,"0,00241545893719807"
4234,80033,"0,0217391304347826"
4234,80110,"0,0338164251207729"
4234,80111,"0,0893719806763285"
4234,80113,"0,0072463768115942"
4234,80120,"0,0144927536231884"
4234,80121,"0,0072463768115942"
4234,80123,"0,0144927536231884"
4234,80127,"0,0169082125603865"
4234,80202,"0,0241545893719807"
4234,80203,"0,0144927536231884"
4234,80204,"0,036231884057971"
4234,80205,"0,0120772946859903"
4234,80206,"0,0072463768115942"
4234,80207,"0,0217391304347826"
4234,80208,0
4234,80209,"0,0241545893719807"
4234,80210,"0,0144927536231884"
4234,80211,"0,0217391304347826"
4234,80212,"0,00966183574879227"
4234,80214,"0,0120772946859903"
4234,80215,"0,0120772946859903"
4234,80216,"0,0386473429951691"
4234,80218,"0,0072463768115942"
4234,80219,"0,0072463768115942"
4234,80220,"0,00966183574879227"
4234,80221,"0,0265700483091787"
4234,80222,"0,0265700483091787"
4234,80223,"0,0507246376811594"
4234,80224,"0,0072463768115942"
4234,80225,0
4234,80226,"0,00483091787439614"
4234,80227,"0,0072463768115942"
4234,80228,"0,0241545893719807"
4234,80229,0
4234,80230,"0,00483091787439614"
4234,80231,"0,0483091787439614"
4234,80232,"0,00241545893719807"
4234,80233,"0,00241545893719807"
4234,80234,"0,00241545893719807"
4234,80235,"0,0144927536231884"
4234,80236,"0,00241545893719807"
4234,80237,"0,036231884057971"
4234,80238,"0,00241545893719807"
4234,80239,"0,0386473429951691"
4234,80246,"0,00483091787439614"
4234,80247,"0,00966183574879227"
4234,80260,0
4234,80262,0
4234,80401,"0,0458937198067633"
4234,80403,"0,00966183574879227"
4234,80465,"0,00966183574879227"
4234,80601,0
4234,80603,0
4234,80640,"0,00241545893719807"
4235,80002,0
4235,80003,0
4235,80004,0
4235,80005,0
4235,80007,0
4235,80010,"0,0212765957446809"
4235,80011,"0,0425531914893617"
4235,80012,0
4235,80013,0
4235,80014,0
4235,80015,0
4235,80016,0
4235,80017,0
4235,80020,0
4235,80021,0
4235,80022,"0,170212765957447"
4235,80030,0
4235,80031,0
4235,80033,"0,0851063829787234"
4235,80110,0
4235,80111,0
4235,80113,0
4235,80120,0
4235,80121,0
4235,80123,0
4235,80127,0
4235,80202,"0,0212765957446809"
4235,80203,"0,0212765957446809"
4235,80204,0
4235,80205,"0,0212765957446809"
4235,80206,0
4235,80207,0
4235,80208,0
4235,80209,"0,0212765957446809"
4235,80210,0
4235,80211,"0,0212765957446809"
4235,80212,0
4235,80214,0
4235,80215,"0,0212765957446809"
4235,80216,"0,148936170212766"
4235,80218,0
4235,80219,0
4235,80220,0
4235,80221,"0,0212765957446809"
4235,80222,"0,0212765957446809"
4235,80223,"0,0425531914893617"
4235,80224,0
4235,80225,0
4235,80226,"0,0212765957446809"
4235,80227,0
4235,80228,"0,0212765957446809"
4235,80229,"0,0212765957446809"
4235,80230,0
4235,80231,"0,0212765957446809"
4235,80232,0
4235,80233,0
4235,80234,0
4235,80235,0
4235,80236,0
4235,80237,"0,0212765957446809"
4235,80238,"0,0212765957446809"
4235,80239,"0,106382978723404"
4235,80246,0
4235,80247,0
4235,80260,0
4235,80262,0
4235,80401,"0,0212765957446809"
4235,80403,0
4235,80465,0
4235,80601,0
4235,80603,0
4235,80640,"0,0638297872340425"
4236,80002,"0,020746887966805"
4236,80003,"0,016597510373444"
4236,80004,"0,00829875518672199"
4236,80005,"0,004149377593361"
4236,80007,"0,012448132780083"
4236,80010,"0,012448132780083"
4236,80011,"0,016597510373444"
4236,80012,"0,00829875518672199"
4236,80013,"0,004149377593361"
4236,80014,"0,016597510373444"
4236,80015,"0,012448132780083"
4236,80016,0
4236,80017,0
4236,80020,0
4236,80021,"0,024896265560166"
4236,80022,"0,016597510373444"
4236,80030,"0,00829875518672199"
4236,80031,"0,004149377593361"
4236,80033,"0,020746887966805"
4236,80110,"0,045643153526971"
4236,80111,"0,0580912863070539"
4236,80113,0
4236,80120,"0,00829875518672199"
4236,80121,"0,004149377593361"
4236,80123,"0,012448132780083"
4236,80127,"0,004149377593361"
4236,80202,"0,033195020746888"
4236,80203,0
4236,80204,"0,0746887966804979"
4236,80205,"0,016597510373444"
4236,80206,"0,004149377593361"
4236,80207,"0,00829875518672199"
4236,80208,0
4236,80209,"0,00829875518672199"
4236,80210,"0,012448132780083"
4236,80211,"0,024896265560166"
4236,80212,"0,012448132780083"
4236,80214,"0,012448132780083"
4236,80215,"0,020746887966805"
4236,80216,"0,0829875518672199"
4236,80218,0
4236,80219,0
4236,80220,0
4236,80221,"0,024896265560166"
4236,80222,"0,029045643153527"
4236,80223,"0,0995850622406639"
4236,80224,"0,00829875518672199"
4236,80225,0
4236,80226,0
4236,80227,"0,00829875518672199"
4236,80228,"0,024896265560166"
4236,80229,"0,016597510373444"
4236,80230,0
4236,80231,"0,024896265560166"
4236,80232,0
4236,80233,0
4236,80234,0
4236,80235,"0,004149377593361"
4236,80236,0
4236,80237,"0,004149377593361"
4236,80238,"0,00829875518672199"
4236,80239,"0,04149377593361"
4236,80246,"0,004149377593361"
4236,80247,"0,004149377593361"
4236,80260,"0,004149377593361"
4236,80262,0
4236,80401,"0,033195020746888"
4236,80403,0
4236,80465,"0,00829875518672199"
4236,80601,0
4236,80603,0
4236,80640,0
4237,80002,"0,0414507772020725"
4237,80003,0
4237,80004,"0,0103626943005181"
4237,80005,"0,00518134715025907"
4237,80007,0
4237,80010,"0,0155440414507772"
4237,80011,"0,0466321243523316"
4237,80012,0
4237,80013,"0,00518134715025907"
4237,80014,0
4237,80015,"0,00518134715025907"
4237,80016,0
4237,80017,0
4237,80020,0
4237,80021,"0,00518134715025907"
4237,80022,"0,0673575129533679"
4237,80030,"0,00518134715025907"
4237,80031,"0,0103626943005181"
4237,80033,"0,0207253886010363"
4237,80110,"0,0621761658031088"
4237,80111,"0,0103626943005181"
4237,80113,0
4237,80120,"0,00518134715025907"
4237,80121,"0,00518134715025907"
4237,80123,0
4237,80127,0
4237,80202,"0,00518134715025907"
4237,80203,"0,00518134715025907"
4237,80204,"0,0673575129533679"
4237,80205,"0,0259067357512953"
4237,80206,0
4237,80207,"0,0155440414507772"
4237,80208,0
4237,80209,"0,0103626943005181"
4237,80210,"0,0103626943005181"
4237,80211,"0,00518134715025907"
4237,80212,0
4237,80214,"0,00518134715025907"
4237,80215,"0,0103626943005181"
4237,80216,"0,113989637305699"
4237,80218,0
4237,80219,"0,0155440414507772"
4237,80220,"0,00518134715025907"
4237,80221,"0,0155440414507772"
4237,80222,"0,00518134715025907"
4237,80223,"0,150259067357513"
4237,80224,0
4237,80225,0
4237,80226,"0,00518134715025907"
4237,80227,"0,00518134715025907"
4237,80228,"0,0155440414507772"
4237,80229,"0,0310880829015544"
4237,80230,0
4237,80231,"0,0207253886010363"
4237,80232,0
4237,80233,0
4237,80234,0
4237,80235,"0,0103626943005181"
4237,80236,0
4237,80237,0
4237,80238,"0,0155440414507772"
4237,80239,"0,0880829015544041"
4237,80246,0
4237,80247,0
4237,80260,0
4237,80262,0
4237,80401,"0,0103626943005181"
4237,80403,"0,00518134715025907"
4237,80465,0
4237,80601,0
4237,80603,0
4237,80640,"0,00518134715025907"
4238,80002,"0,0237467018469657"
4238,80003,"0,0079155672823219"
4238,80004,"0,00263852242744063"
4238,80005,"0,00263852242744063"
4238,80007,0
4238,80010,"0,0079155672823219"
4238,80011,"0,029023746701847"
4238,80012,"0,00263852242744063"
4238,80013,"0,00263852242744063"
4238,80014,0
4238,80015,"0,00263852242744063"
4238,80016,0
4238,80017,0
4238,80020,"0,00263852242744063"
4238,80021,"0,0105540897097625"
4238,80022,"0,0686015831134565"
4238,80030,0
4238,80031,"0,0131926121372032"
4238,80033,"0,0237467018469657"
4238,80110,"0,0606860158311346"
4238,80111,"0,0263852242744063"
4238,80113,"0,00263852242744063"
4238,80120,"0,0105540897097625"
4238,80121,"0,00263852242744063"
4238,80123,"0,0131926121372032"
4238,80127,0
4238,80202,"0,029023746701847"
4238,80203,0
4238,80204,"0,0422163588390501"
4238,80205,"0,0211081794195251"
4238,80206,"0,00263852242744063"
4238,80207,"0,0184696569920844"
4238,80208,0
4238,80209,"0,00263852242744063"
4238,80210,"0,00263852242744063"
4238,80211,"0,0237467018469657"
4238,80212,"0,00527704485488127"
4238,80214,"0,0263852242744063"
4238,80215,"0,0131926121372032"
4238,80216,"0,179419525065963"
4238,80218,0
4238,80219,"0,00263852242744063"
4238,80220,"0,00263852242744063"
4238,80221,"0,0237467018469657"
4238,80222,"0,0079155672823219"
4238,80223,"0,0712401055408971"
4238,80224,0
4238,80225,0
4238,80226,0
4238,80227,"0,0105540897097625"
4238,80228,"0,00263852242744063"
4238,80229,"0,0105540897097625"
4238,80230,0
4238,80231,"0,0079155672823219"
4238,80232,"0,00527704485488127"
4238,80233,0
4238,80234,0
4238,80235,0
4238,80236,"0,00263852242744063"
4238,80237,"0,00263852242744063"
4238,80238,"0,00263852242744063"
4238,80239,"0,0923482849604222"
4238,80246,0
4238,80247,"0,00527704485488127"
4238,80260,"0,00263852242744063"
4238,80262,0
4238,80401,"0,0316622691292876"
4238,80403,"0,0131926121372032"
4238,80465,0
4238,80601,"0,0079155672823219"
4238,80603,0
4238,80640,"0,0105540897097625"
4239,80002,"0,0113636363636364"
4239,80003,"0,0113636363636364"
4239,80004,"0,0170454545454545"
4239,80005,"0,0170454545454545"
4239,80007,0
4239,80010,0
4239,80011,"0,0170454545454545"
4239,80012,0
4239,80013,"0,00568181818181818"
4239,80014,"0,0113636363636364"
4239,80015,"0,00568181818181818"
4239,80016,0
4239,80017,0
4239,80020,0
4239,80021,0
4239,80022,"0,0227272727272727"
4239,80030,"0,00568181818181818"
4239,80031,"0,00568181818181818"
4239,80033,"0,0227272727272727"
4239,80110,"0,0681818181818182"
4239,80111,"0,0340909090909091"
4239,80113,0
4239,80120,0
4239,80121,0
4239,80123,"0,00568181818181818"
4239,80127,0
4239,80202,"0,0340909090909091"
4239,80203,"0,00568181818181818"
4239,80204,"0,0340909090909091"
4239,80205,"0,0170454545454545"
4239,80206,"0,0170454545454545"
4239,80207,"0,00568181818181818"
4239,80208,0
4239,80209,"0,0170454545454545"
4239,80210,"0,00568181818181818"
4239,80211,"0,0113636363636364"
4239,80212,0
4239,80214,"0,0227272727272727"
4239,80215,"0,00568181818181818"
4239,80216,"0,181818181818182"
4239,80218,0
4239,80219,"0,0227272727272727"
4239,80220,"0,0113636363636364"
4239,80221,"0,0397727272727273"
4239,80222,"0,0170454545454545"
4239,80223,"0,0397727272727273"
4239,80224,"0,00568181818181818"
4239,80225,0
4239,80226,"0,0227272727272727"
4239,80227,"0,00568181818181818"
4239,80228,"0,0227272727272727"
4239,80229,"0,0113636363636364"
4239,80230,0
4239,80231,"0,0340909090909091"
4239,80232,0
4239,80233,0
4239,80234,"0,00568181818181818"
4239,80235,"0,00568181818181818"
4239,80236,0
4239,80237,"0,0170454545454545"
4239,80238,0
4239,80239,"0,0284090909090909"
4239,80246,"0,0113636363636364"
4239,80247,0
4239,80260,0
4239,80262,0
4239,80401,"0,0568181818181818"
4239,80403,"0,0113636363636364"
4239,80465,"0,00568181818181818"
4239,80601,0
4239,80603,0
4239,80640,"0,00568181818181818"
4241,80002,"0,019047619047619"
4241,80003,0
4241,80004,0
4241,80005,0
4241,80007,0
4241,80010,"0,00952380952380952"
4241,80011,"0,0666666666666667"
4241,80012,"0,00952380952380952"
4241,80013,0
4241,80014,"0,00952380952380952"
4241,80015,"0,0285714285714286"
4241,80016,0
4241,80017,0
4241,80020,0
4241,80021,0
4241,80022,0
4241,80030,"0,00952380952380952"
4241,80031,"0,00952380952380952"
4241,80033,"0,019047619047619"
4241,80110,"0,0380952380952381"
4241,80111,"0,0761904761904762"
4241,80113,0
4241,80120,0
4241,80121,"0,00952380952380952"
4241,80123,"0,00952380952380952"
4241,80127,0
4241,80202,"0,00952380952380952"
4241,80203,"0,019047619047619"
4241,80204,"0,0476190476190476"
4241,80205,0
4241,80206,"0,019047619047619"
4241,80207,"0,0380952380952381"
4241,80208,0
4241,80209,0
4241,80210,"0,00952380952380952"
4241,80211,0
4241,80212,"0,00952380952380952"
4241,80214,"0,00952380952380952"
4241,80215,"0,00952380952380952"
4241,80216,"0,0761904761904762"
4241,80218,0
4241,80219,0
4241,80220,"0,00952380952380952"
4241,80221,0
4241,80222,"0,019047619047619"
4241,80223,"0,0952380952380952"
4241,80224,"0,019047619047619"
4241,80225,0
4241,80226,0
4241,80227,"0,00952380952380952"
4241,80228,"0,00952380952380952"
4241,80229,"0,00952380952380952"
4241,80230,0
4241,80231,"0,019047619047619"
4241,80232,"0,00952380952380952"
4241,80233,"0,00952380952380952"
4241,80234,"0,00952380952380952"
4241,80235,0
4241,80236,0
4241,80237,"0,019047619047619"
4241,80238,"0,019047619047619"
4241,80239,"0,133333333333333"
4241,80246,0
4241,80247,"0,00952380952380952"
4241,80260,0
4241,80262,0
4241,80401,"0,019047619047619"
4241,80403,"0,019047619047619"
4241,80465,0
4241,80601,0
4241,80603,0
4241,80640,0
4242,80002,"0,0348837209302326"
4242,80003,0
4242,80004,"0,0116279069767442"
4242,80005,"0,0116279069767442"
4242,80007,"0,0116279069767442"
4242,80010,0
4242,80011,"0,0348837209302326"
4242,80012,0
4242,80013,0
4242,80014,"0,0348837209302326"
4242,80015,0
4242,80016,0
4242,80017,0
4242,80020,0
4242,80021,"0,0232558139534884"
4242,80022,"0,0232558139534884"
4242,80030,0
4242,80031,"0,0116279069767442"
4242,80033,"0,0116279069767442"
4242,80110,"0,0116279069767442"
4242,80111,"0,127906976744186"
4242,80113,"0,0116279069767442"
4242,80120,"0,0232558139534884"
4242,80121,"0,0116279069767442"
4242,80123,"0,0465116279069767"
4242,80127,"0,0116279069767442"
4242,80202,"0,0465116279069767"
4242,80203,"0,0232558139534884"
4242,80204,"0,0116279069767442"
4242,80205,0
4242,80206,"0,0116279069767442"
4242,80207,0
4242,80208,0
4242,80209,"0,0116279069767442"
4242,80210,"0,0581395348837209"
4242,80211,0
4242,80212,0
4242,80214,"0,0116279069767442"
4242,80215,0
4242,80216,"0,0232558139534884"
4242,80218,0
4242,80219,0
4242,80220,"0,0116279069767442"
4242,80221,"0,0116279069767442"
4242,80222,"0,0116279069767442"
4242,80223,"0,0465116279069767"
4242,80224,"0,0116279069767442"
4242,80225,0
4242,80226,"0,0232558139534884"
4242,80227,"0,0116279069767442"
4242,80228,0
4242,80229,0
4242,80230,0
4242,80231,"0,0348837209302326"
4242,80232,"0,0116279069767442"
4242,80233,0
4242,80234,"0,0116279069767442"
4242,80235,"0,0116279069767442"
4242,80236,0
4242,80237,"0,0116279069767442"
4242,80238,"0,0116279069767442"
4242,80239,"0,0348837209302326"
4242,80246,"0,0232558139534884"
4242,80247,"0,0116279069767442"
4242,80260,0
4242,80262,0
4242,80401,"0,0465116279069767"
4242,80403,"0,0116279069767442"
4242,80465,0
4242,80601,0
4242,80603,0
4242,80640,0
4243,80002,0
4243,80003,0
4243,80004,0
4243,80005,0
4243,80007,0
4243,80010,"0,0135135135135135"
4243,80011,"0,027027027027027"
4243,80012,"0,027027027027027"
4243,80013,0
4243,80014,0
4243,80015,0
4243,80016,0
4243,80017,0
4243,80020,0
4243,80021,0
4243,80022,"0,0135135135135135"
4243,80030,0
4243,80031,0
4243,80033,0
4243,80110,"0,0405405405405405"
4243,80111,"0,0675675675675676"
4243,80113,0
4243,80120,0
4243,80121,0
4243,80123,"0,0540540540540541"
4243,80127,"0,0135135135135135"
4243,80202,"0,0135135135135135"
4243,80203,"0,0135135135135135"
4243,80204,"0,027027027027027"
4243,80205,"0,0135135135135135"
4243,80206,"0,027027027027027"
4243,80207,"0,027027027027027"
4243,80208,0
4243,80209,"0,0540540540540541"
4243,80210,"0,027027027027027"
4243,80211,0
4243,80212,"0,027027027027027"
4243,80214,0
4243,80215,"0,0135135135135135"
4243,80216,"0,121621621621622"
4243,80218,0
4243,80219,0
4243,80220,0
4243,80221,"0,0135135135135135"
4243,80222,0
4243,80223,"0,0810810810810811"
4243,80224,0
4243,80225,0
4243,80226,"0,0135135135135135"
4243,80227,0
4243,80228,0
4243,80229,"0,0135135135135135"
4243,80230,"0,0135135135135135"
4243,80231,"0,0405405405405405"
4243,80232,0
4243,80233,0
4243,80234,0
4243,80235,0
4243,80236,0
4243,80237,0
4243,80238,"0,0135135135135135"
4243,80239,"0,121621621621622"
4243,80246,0
4243,80247,0
4243,80260,"0,0135135135135135"
4243,80262,0
4243,80401,"0,027027027027027"
4243,80403,"0,027027027027027"
4243,80465,0
4243,80601,0
4243,80603,0
4243,80640,0
4244,80002,"0,0256410256410256"
4244,80003,"0,00854700854700855"
4244,80004,"0,00427350427350427"
4244,80005,0
4244,80007,"0,00427350427350427"
4244,80010,0
4244,80011,"0,0128205128205128"
4244,80012,"0,00427350427350427"
4244,80013,0
4244,80014,"0,0213675213675214"
4244,80015,"0,0128205128205128"
4244,80016,0
4244,80017,0
4244,80020,0
4244,80021,0
4244,80022,"0,0427350427350427"
4244,80030,0
4244,80031,"0,00427350427350427"
4244,80033,0
4244,80110,"0,0341880341880342"
4244,80111,"0,0299145299145299"
4244,80113,"0,00854700854700855"
4244,80120,0
4244,80121,0
4244,80123,"0,00854700854700855"
4244,80127,0
4244,80202,"0,0256410256410256"
4244,80203,0
4244,80204,"0,0341880341880342"
4244,80205,"0,00854700854700855"
4244,80206,"0,00427350427350427"
4244,80207,"0,0299145299145299"
4244,80208,0
4244,80209,"0,00854700854700855"
4244,80210,"0,0128205128205128"
4244,80211,"0,0213675213675214"
4244,80212,"0,0170940170940171"
4244,80214,"0,00427350427350427"
4244,80215,"0,00427350427350427"
4244,80216,"0,273504273504274"
4244,80218,"0,00427350427350427"
4244,80219,"0,0128205128205128"
4244,80220,"0,00427350427350427"
4244,80221,"0,0299145299145299"
4244,80222,"0,00854700854700855"
4244,80223,"0,0213675213675214"
4244,80224,0
4244,80225,0
4244,80226,"0,00427350427350427"
4244,80227,"0,0128205128205128"
4244,80228,"0,0128205128205128"
4244,80229,"0,0341880341880342"
4244,80230,0
4244,80231,"0,0128205128205128"
4244,80232,"0,00427350427350427"
4244,80233,"0,00854700854700855"
4244,80234,"0,00427350427350427"
4244,80235,"0,00427350427350427"
4244,80236,"0,00854700854700855"
4244,80237,"0,00427350427350427"
4244,80238,"0,0256410256410256"
4244,80239,"0,0598290598290598"
4244,80246,"0,00427350427350427"
4244,80247,"0,00427350427350427"
4244,80260,0
4244,80262,0
4244,80401,"0,0256410256410256"
4244,80403,"0,00427350427350427"
4244,80465,0
4244,80601,0
4244,80603,0
4244,80640,"0,0170940170940171"
4245,80002,0
4245,80003,0
4245,80004,"0,25"
4245,80005,0
4245,80007,0
4245,80010,0
4245,80011,0
4245,80012,0
4245,80013,0
4245,80014,0
4245,80015,0
4245,80016,0
4245,80017,0
4245,80020,0
4245,80021,0
4245,80022,0
4245,80030,0
4245,80031,0
4245,80033,0
4245,80110,0
4245,80111,0
4245,80113,0
4245,80120,0
4245,80121,0
4245,80123,0
4245,80127,0
4245,80202,"0,25"
4245,80203,0
4245,80204,0
4245,80205,0
4245,80206,0
4245,80207,0
4245,80208,0
4245,80209,0
4245,80210,0
4245,80211,0
4245,80212,0
4245,80214,0
4245,80215,0
4245,80216,0
4245,80218,0
4245,80219,0
4245,80220,0
4245,80221,0
4245,80222,0
4245,80223,0
4245,80224,0
4245,80225,0
4245,80226,0
4245,80227,0
4245,80228,0
4245,80229,0
4245,80230,0
4245,80231,0
4245,80232,0
4245,80233,0
4245,80234,0
4245,80235,0
4245,80236,0
4245,80237,0
4245,80238,0
4245,80239,"0,25"
4245,80246,0
4245,80247,0
4245,80260,0
4245,80262,0
4245,80401,0
4245,80403,0
4245,80465,0
4245,80601,0
4245,80603,0
4245,80640,"0,25"
4246,80002,"0,0206185567010309"
4246,80003,"0,0206185567010309"
4246,80004,"0,0206185567010309"
4246,80005,"0,0206185567010309"
4246,80007,"0,0103092783505155"
4246,80010,0
4246,80011,"0,0103092783505155"
4246,80012,0
4246,80013,"0,0103092783505155"
4246,80014,0
4246,80015,0
4246,80016,0
4246,80017,"0,0103092783505155"
4246,80020,0
4246,80021,"0,0103092783505155"
4246,80022,"0,0618556701030928"
4246,80030,0
4246,80031,"0,0309278350515464"
4246,80033,"0,0103092783505155"
4246,80110,"0,0721649484536082"
4246,80111,"0,0309278350515464"
4246,80113,0
4246,80120,"0,0309278350515464"
4246,80121,"0,0103092783505155"
4246,80123,"0,0103092783505155"
4246,80127,0
4246,80202,"0,0515463917525773"
4246,80203,"0,0103092783505155"
4246,80204,"0,0618556701030928"
4246,80205,0
4246,80206,"0,0103092783505155"
4246,80207,"0,0103092783505155"
4246,80208,0
4246,80209,0
4246,80210,0
4246,80211,0
4246,80212,"0,0206185567010309"
4246,80214,"0,0206185567010309"
4246,80215,0
4246,80216,"0,0824742268041237"
4246,80218,0
4246,80219,0
4246,80220,0
4246,80221,"0,0103092783505155"
4246,80222,"0,0206185567010309"
4246,80223,"0,0824742268041237"
4246,80224,"0,0103092783505155"
4246,80225,0
4246,80226,0
4246,80227,"0,0309278350515464"
4246,80228,"0,0103092783505155"
4246,80229,"0,0103092783505155"
4246,80230,0
4246,80231,"0,0206185567010309"
4246,80232,"0,0103092783505155"
4246,80233,0
4246,80234,0
4246,80235,"0,0103092783505155"
4246,80236,"0,0103092783505155"
4246,80237,0
4246,80238,0
4246,80239,"0,0618556701030928"
4246,80246,0
4246,80247,0
4246,80260,"0,0103092783505155"
4246,80262,0
4246,80401,"0,0103092783505155"
4246,80403,"0,0206185567010309"
4246,80465,0
4246,80601,0
4246,80603,0
4246,80640,"0,0103092783505155"
4247,80002,0
4247,80003,"0,0277777777777778"
4247,80004,0
4247,80005,"0,0277777777777778"
4247,80007,0
4247,80010,0
4247,80011,"0,0277777777777778"
4247,80012,0
4247,80013,0
4247,80014,0
4247,80015,0
4247,80016,0
4247,80017,0
4247,80020,0
4247,80021,0
4247,80022,"0,166666666666667"
4247,80030,0
4247,80031,0
4247,80033,0
4247,80110,0
